OBJECTID,CT2010,ThematicVa
1267,24003740400,37.5
1268,24003750801,36.3
1269,24003750101,65
1270,24003750102,57.1
1271,24003750202,42.7
1272,24003750203,51.5
1273,24003730203,74.7
1274,24003751103,39.4
1275,24003750804,59.1
1276,24003750900,47.3
1277,24003751102,61.5
1278,24003750400,27.6
1279,24003750201,55.5
1280,24003750300,43.9
1281,24003706101,53.1
1282,24003706700,54.1
1283,24003707002,28.3
1284,24003750803,72.5
1285,24003730401,59.8
1286,24003740103,71.4
1287,24003731308,15
1288,24003740602,72.1
1289,24003701101,22.4
1290,24003740303,57.5
1291,24003740900,60.9
1292,24003740104,69.6
1293,24003740105,53.9
1294,24003740603,66.5
1295,24003702204,31.8
1296,24003708004,45.1
1297,24003708001,26.8
1298,24003702702,21
1299,24003740702,52
1300,24003702205,38.9
1301,24003702209,39.4
1302,24003702206,45.8
1303,24003706302,35.6
1304,24003706301,62.6
1305,24003702701,47
1306,24003730506,71.3
1307,24003730505,75.9
1308,24003731105,35.4
1309,24003731104,40.3
1310,24003731004,32.7
1311,24003731003,29.2
1312,24003740305,66.7
1313,24003740701,53.2
1314,24003740304,60.1
1315,24003980000,29
1316,24003702208,63.4
1317,24003751700,30.7
1318,24003751600,31
1319,24003751400,57
1320,24003751200,31.2
1321,24003751500,83.1
1322,24009860502,27.6
1323,24009860600,33.7
1324,24009860801,35.7
1325,24009860802,33
1326,24009860401,34.3
1327,24009861001,28.8
1328,24009860900,45.8
1329,24009860200,36
1330,24009860102,29.5
1331,24009860300,34.4
1332,24009860701,37
1333,24009860501,36.2
1334,24009860101,33.1
1335,24009860702,53.5
1336,24009860703,52.9
1337,24009860402,40.3
1338,24009861004,44.7
1339,24009861003,40.3
1340,24027601201,60.2
1341,24027602302,66
1342,24027602100,53.3
1343,24027602303,58.4
1344,24027602306,58.3
1345,24027602304,56
1346,24027602600,72.2
1347,24027602700,55.2
1348,24027602800,64.9
1349,24027602900,70.3
1350,24027602305,47.8
1351,24027605503,74
1352,24027605102,58.8
1353,24027605601,69.3
1354,24027606604,75.4
1355,24027605402,70.6
1356,24027605502,68.3
1357,24027605401,73.1
1358,24027605602,67.8
1359,24027606901,75.1
1360,24027606705,65.6
1361,24027606601,62.6
1362,24027606804,63
1363,24027606603,81.5
1364,24027606701,42.6
1365,24027606704,75
1366,24027606803,63.5
1367,24027604001,35
1368,24027604002,37.2
1369,24027601204,68.1
1370,24027601203,72.6
1371,24027601103,61.4
1372,24027601104,55.9
1373,24027606607,72.9
1374,24027601105,60.5
1375,24027606606,78.4
1376,24027601108,66
1377,24027606706,71.8
1378,24027602202,54.1
1379,24027603004,49.7
1380,24027605104,50.3
1381,24027603003,36.5
1382,24027603001,56.9
1383,24027605505,59.5
1384,24027605103,47.6
1385,24027606806,65.8
1386,24027606905,72.7
1387,24027606907,76.5
1388,24027606805,60.1
1389,24027606707,75.3
1390,24027601107,67.9
1391,24027602201,57.7
1392,24027605504,62.1
1393,24027606904,75.5
1394,24027606906,77.6
